Region;Comuna;Establecimiento;Direccion
Region de la Araucania;Villarrica;Posta de Salud Rural Anilco;
Region de la Araucania;Temuco;COSAM Amanecer;Pasaje Los Lirios, Villa Los Aromos 160
Region de la Araucania;Temuco;CECOSAM Temuco;Calle Vicuna Mackenna 51
Region de la Araucania;Padre Las Casas;COSAM Padre Las Casas;Calle Mac-Iver 1398
Region de la Araucania;Temuco;Centro de Salud Familiar Metodista (Organizaciones sin fines de lucro y ONG);Calle Bernardo O'Higgins 1449
Region de la Araucania;Temuco;Centro Comunitario de Salud Familiar Villa el Salar;Calle Huasquinta 1180
Region de la Araucania;Villarrica;Centro Comunitario de Salud Familiar 21 de Mayo;Calle Sargento Aldea 970
Region de la Araucania;Temuco;Centro Comunitario de Salud Familiar Arquenco;Calle Arcalafquen 855
Region de la Araucania;Villarrica;Centro Comunitario de Salud Familiar Los Volcanes;Calle Chile Barrio 910
Region de la Araucania;Temuco;Centro Comunitario de Salud Familiar El Carmen;Avenida Los Creadores 495
Region de la Araucania;Temuco;Centro Comunitario de Salud Familiar San Antonio;Calle Pudeto 570
Region de la Araucania;Pitrufquen;Centro Comunitario de Salud Familiar Ultraestacion;
Region de la Araucania;Lautaro;Centro Comunitario de Salud Familiar Guacolda;
Region de la Araucania;Temuco;Centro Comunitario de Salud Familiar Las Quilas;
Region de la Araucania;Lautaro;Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora;Calle Erasmo Ovando 425
Region de la Araucania;Temuco;SAR Miraflores;Calle Miraflores 1369
Region de la Araucania;Temuco;SAPU Santa Rosa;Calle Pircunche 316
Region de la Araucania;Padre Las Casas;SAPU Padre Las Casas;
Region de la Araucania;Temuco;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S Araucania Sur);Calle Arturo Prat 969
Region de la Araucania;Temuco;PRAIS (S.S Araucania Sur);Calle Arturo Prat 969
Region de la Araucania;Temuco;Clinica Dental Movil Doble. Pat. BBZV83 (Temuco);Calle Pratt 969
Region de la Araucania;Temuco;Clinica Dental Movil Doble. Pat. BBZV84 (Temuco);Calle Pratt 969
Region de la Araucania;Temuco;Clinica Dental Movil Doble. Pat. BBZV85 (Temuco);Calle Pratt 969
Region de la Araucania;Pitrufquen;Hospital de Campana Cruz Roja Noruega;Calle Manuel Rodriguez 1235
Region de la Araucania;Temuco;Hospital Dr. Hernan Henriquez Aravena (Temuco);Calle Montt 115
Region de la Araucania;Lautaro;Hospital Dr. Abraham Godoy (Lautaro);Avenida Diego Barros Arana 850
Region de la Araucania;Galvarino;Hospital de Galvarino;
Region de la Araucania;Vilcun;Hospital de Vilcun;Calle Bulnes 680
Region de la Araucania;Cunco;Hospital Dr. Eduardo Gonzalez Galeno (Cunco);Avenida Santa Maria 31
Region de la Araucania;Nueva Imperial;Hospital Intercultural de Nueva Imperial;Calle Castellon 115
Region de la Araucania;Carahue;Hospital de Carahue;
Region de la Araucania;Saavedra;Hospital Dr. Arturo Hillerns Larranaga (Saavedra);Calle 18 de Septiembre 554
Region de la Araucania;Pitrufquen;Hospital de Pitrufquen;Calle Manuel Rodriguez 1235
Region de la Araucania;Tolten;Hospital de Tolten;
Region de la Araucania;Gorbea;Hospital de Gorbea;Calle Carrera 901
Region de la Araucania;Loncoche;Hospital de Loncoche;Calle Carrera 330
Region de la Araucania;Villarrica;Hospital de Villarrica;Calle San Martin 460
Region de la Araucania;Pucon;Hospital San Francisco (Pucon) (D);Calle Uruguay 325
Region de la Araucania;Padre Las Casas;Hospital Maquehue (D);
Region de la Araucania;Temuco;Clinica Alemana de Temuco;Calle Senador Estebanez 645
Region de la Araucania;Temuco;Hospital del Trabajador AChS de Temuco;Calle Francia 324
Region de la Araucania;Temuco;Centro CONIN Temuco;Calle Catrihuala 670
Region de la Araucania;Temuco;Hospital Clinico de la Universidad Mayor;
Region de la Araucania;Temuco;Megasalud S.A. Centro Medico y Dental Temuco;Calle Manuel Bulnes 846
Region de la Araucania;Temuco;Centro de Salud Mutual CChC Temuco;Avenida Holandesa 615
Region de la Araucania;Temuco;Centro de Diagnostico y Tratamiento SIRESA;Calle Manuel Montt 942
Region de la Araucania;Temuco;Centro de Salud CIREPLAST;Avenida Espana 40
Region de la Araucania;Temuco;Centro de Salud Mamodiagnosis;
Region de la Araucania;Temuco;Centro de la Cruz Roja Temuco;Calle Carrera 676
Region de la Araucania;Temuco;Laboratorio Clinico Austral;Calle Vicuna Mackenna 520
Region de la Araucania;Temuco;Laboratorio Clinico Dra. Ruth Schurch;Calle Manuel Bulnes 815
Region de la Araucania;Temuco;Laboratorio Clinico Bioanalisis;Calle Arturo Prat 350
Region de la Araucania;Temuco;Laboratorio Clinico Caupolican;Calle Puyehue 1745
Region de la Araucania;Temuco;Laboratorio Clinico Central;Calle Andres Bello 765
Region de la Araucania;Temuco;Laboratorio Clinico Imex;Calle Thiers 539
Region de la Araucania;Temuco;Laboratorio Inmunologico del Sur (Labisur);Avenida Los Pablos 1881
Region de la Araucania;Temuco;Laboratorio de Citopatologia y Papanicolau;Calle Caupolican 110
Region de la Araucania;Temuco;Laboratorio Clinico Genesis;Calle Manuel Montt 379
Region de la Araucania;Temuco;Laboratorio Clinico Antumalal;Calle Vicuna Mackenna 481
Region de la Araucania;Temuco;Laboratorio Clinico Neolab;Calle Caupolican 110
Region de la Araucania;Temuco;Laboratorio Clinico Medisur;Calle Prieto Norte 299
Region de la Araucania;Temuco;Laboratorio Citopatologia Dra. Espejo;Calle Andres Bello 765
Region de la Araucania;Temuco;Centro Diagnostico Histopatologia Citopatologia;Calle Dinamarca 621
Region de la Araucania;Temuco;Centro Radiologico y Ecotomografico Imagen;Calle Varas 341
Region de la Araucania;Temuco;Instituto de Mamografia Limitada;Calle Dinamarca 621
Region de la Araucania;Temuco;Sociedad Inmunomedica Diagnostico Temuco;Calle Puyehue 1745
Region de la Araucania;Pitrufquen;Laboratorio Clinico Pitrufquen;Calle Francisco Bilbao 330
Region de la Araucania;Pucon;Laboratorio Clinico Pucon;Calle Urugay 326
Region de la Araucania;Villarrica;Centro Radiologico Villarrica;Calle Valentin Letelier 805
Region de la Araucania;Villarrica;Laboratorio Clinico del Lago;Calle Camilo Henriquez 280
Region de la Araucania;Temuco;Centro de Salud Gendarmeria de Chile (Temuco);Calle Bulnes 751
Region de la Araucania;Temuco;Centro de Salud Regional de Gendarmeria de Chile Region de La Araucania;Calle Miraflores 899
Region de la Araucania;Villarrica;SurImagen Ltda.;Calle Camilo Henriquez 280
Region de la Araucania;Temuco;Centro Medico y Dental de Carabineros de Chile Zona IX Araucania;Calle Claro Solar 1293
Region de la Araucania;Temuco;Sociedad de Imagenologia Clinica Bioimagen Ltda.;Calle Prieto Norte 299
Region de la Araucania;Temuco;Laboratorio Sociedad Inmunomedica;
Region de la Araucania;Temuco;Laboratorio Clinico Bionet S.A;Avenida Gabriela Mistral 1955
Region de la Araucania;Temuco;Centro de Salud Familiar Miraflores (Temuco);Calle Miraflores 1369
Region de la Araucania;Freire;Centro de Salud Familiar Freire;Calle Camalez 187
Region de la Araucania;Temuco;Centro de Salud Familiar Villa Alegre;
Region de la Araucania;Temuco;Centro de Salud Familiar Santa Rosa;Calle Pircunche 316
Region de la Araucania;Temuco;Centro de Salud Familiar Amanecer;Calle Garibaldi 1280
Region de la Araucania;Padre Las Casas;Centro de Salud Familiar Padre Las Casas;
Region de la Araucania;Temuco;Centro de Salud Familiar Pueblo Nuevo;Calle Nahuelbuta 2815
Region de la Araucania;Melipeuco;Centro de Salud Familiar Melipeuco;Calle Pedro Aguirre Cerda 14
Region de la Araucania;Teodoro Schmidt;Centro de Salud Familiar Teodoro Schmidt;Calle Balmaceda 510
Region de la Araucania;Curarrehue;Consultorio Curarrehue;Calle Cacique Catriqui 888
Region de la Araucania;Perquenco;Consultorio Perquenco;
Region de la Araucania;Cunco;Centro de Salud Familiar Andres Sandoval Calderon;
Region de la Araucania;Cholchol;Centro de Salud Familiar Chol Chol;Calle Anibal Pinto 552
Region de la Araucania;Carahue;Centro de Salud Familiar Trovolhue;Calle Juan Pablo 1335
Region de la Araucania;Villarrica;Centro de Salud Familiar Villarrica;Calle Caupolican 2001
Region de la Araucania;Padre Las Casas;Centro de Salud Familiar Las Colinas;Calle Manil 130
Region de la Araucania;Freire;Centro de Salud Familiar Quepe;
Region de la Araucania;Nueva Imperial;Centro de Salud Intercultural Boroa Filulawen;
Region de la Araucania;Nueva Imperial;Centro de Salud Familiar Nueva Imperial;Calle Gorostiaga 258
Region de la Araucania;Padre Las Casas;Centro de Salud Familiar Pulmahue;Avenida La Quebrada 1419
Region de la Araucania;Temuco;Centro de Referencia de Salud Miraflores;Calle Miraflores 1369
Region de la Araucania;Temuco;COSAM PRAIS;Calle Aldunate 191
Region de la Araucania;Temuco;CECOSAM Temuco;Calle Vicuna Mackenna 51
Region de la Araucania;Lautaro;Centro de Salud Familiar Lautaro;
Region de la Araucania;Temuco;Centro de Salud Familiar Pedro de Valdivia;Calle Chivilcan 910
Region de la Araucania;Villarrica;Centro de Salud Familiar Lican Ray;
Region de la Araucania;Teodoro Schmidt;Centro de Salud Familiar Hualpin;Calle Andres Bello 320
Region de la Araucania;Temuco;Centro de Salud Familiar Labranza;Calle Uno Norte 11
Region de la Araucania;Padre Las Casas;COSAM Padre las Casas;Calle Mac-Iver 1398
Region de la Araucania;Temuco;Centro de Salud Docente Asistencial Monsenor Sergio Valech;Calle Km. 11, camino a Cholchol 11
Region de la Araucania;Pitrufquen;Centro de Salud Rural Pitrufquen;
Region de la Araucania;Villarrica;Centro de Salud Familiar Los Volcanes;Calle Los Volcanes 800
Region de la Araucania;Pucon;Centro de Salud Familiar Rural Pucon;Calle Ansorena 662
Region de la Araucania;Galvarino;Posta de Salud Rural La Piedra;
Region de la Araucania;Vilcun;Centro de Salud Familiar de Cajon;Calle Gabriela Mistral, Pueblo de Cajon 357
Region de la Araucania;Temuco;Posta de Salud Rural Labranza;
Region de la Araucania;Padre Las Casas;Posta de Salud Rural Roble Huacho;
Region de la Araucania;Padre Las Casas;Posta de Salud Rural Laurel Huacho;
Region de la Araucania;Temuco;Posta de Salud Rural Collimallin;
Region de la Araucania;Angol;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S Araucania Norte);Calle Pedro de Ona 387
Region de la Araucania;Angol;PRAIS (S.S Araucania Norte);Calle Pedro de Ona 387
Region de la Araucania;Angol;Clinica Dental Movil Triple. Pat. BBTD27 (Angol);Calle Pedro de Ona 387
Region de la Araucania;Angol;Clinica Dental Movil Triple. Pat. BBTD28 (Angol);Calle Pedro de Ona 387
Region de la Araucania;Angol;Hospital de Campana Estados Unidos (Angol);
Region de la Araucania;Angol;Hospital de Campana Nº 2 (Servicio de Salud);
Region de la Araucania;Angol;Hospital de Campana Nº 3 (Servicio de Salud);
Region de la Araucania;Angol;Hospital Dr. Mauricio Heyermann (Angol);
Region de la Araucania;Puren;Hospital de Puren;
Region de la Araucania;Los Sauces;Consultorio Los Sauces;Calle Ercilla 601
Region de la Araucania;Collipulli;Hospital de Collipulli;
Region de la Araucania;Traiguen;Hospital Dr. Dino Stagno M.(Traiguen);
Region de la Araucania;Lumaco;Consultorio Lumaco;
Region de la Araucania;Victoria;Hospital San Jose de Victoria;
Region de la Araucania;Curacautin;Hospital Dr. Oscar Hernandez E.(Curacautin);
Region de la Araucania;Lonquimay;Hospital de Lonquimay;Calle O'Higgins 1060
Region de la Araucania;Angol;Clinica de la Asociacion Chilena de Seguridad AChS Angol;Calle Ilabaca 811
Region de la Araucania;Angol;Centro de Salud Gendarmeria de Chile Angol;
Region de la Araucania;Angol;Laboratorio Biomec;Calle Caupolican 120
Region de la Araucania;Angol;Laboratorio Clinico Angol;Calle Ilabaca 745
Region de la Araucania;Angol;Vacunatorio Myrta Aravena Fuentes;Calle Diego Duble Urrutia 225
Region de la Araucania;Angol;Consultorio Prefectura de Carabineros de Chile Malleco;Calle Dieciocho 340
Region de la Araucania;Renaico;Centro de Salud Familiar Renaico;
Region de la Araucania;Angol;Centro de Salud Familiar Huequen;
Region de la Araucania;Ercilla;Consultorio Ercilla;Avenida Ercilla 289
Region de la Araucania;Angol;Centro de Salud Familiar Alemania de Angol;Calle Baviera 445
Region de la Araucania;Angol;Centro de Salud Familiar Piedra del Aguila;Calle Cautin 537
Region de la Araucania;Victoria;Centro de Salud Familiar Victoria;Calle Munoz Vargas 730
Region de la Araucania;Angol;Posta de Salud Rural Vegas Blancas;
Region de la Araucania;Angol;Posta de Salud Rural Coyanco;
Region de la Araucania;Angol;Posta de Salud Rural Colonia Manuel Rodriguez;
Region de la Araucania;Puren;Posta de Salud Rural Cuartel Quemado;
Region de la Araucania;Puren;Posta de Salud Rural Coyancahuin;
Region de la Araucania;Puren;Posta de Salud Rural El Lingue;
Region de la Araucania;Los Sauces;Posta de Salud Rural San Ramon de Los Sauces;
Region de la Araucania;Los Sauces;Posta de Salud Rural Trintre;
Region de la Araucania;Renaico;Posta de Salud Rural Tijeral;
Region de la Araucania;Collipulli;Posta de Salud Rural Maica;
Region de la Araucania;Collipulli;Posta de Salud Rural Mininco;
Region de la Araucania;Collipulli;Posta de Salud Rural La Batalla;
Region de la Araucania;Collipulli;Posta de Salud Rural Amargo;
Region de la Araucania;Collipulli;Posta de Salud Rural Niblinto;
Region de la Araucania;Ercilla;Posta de Salud Rural Chequenco;
Region de la Araucania;Traiguen;Posta de Salud Rural Aninir;
Region de la Araucania;Traiguen;Posta de Salud Rural Molco;
Region de la Araucania;Traiguen;Posta de Salud Rural Quechereguas;
Region de la Araucania;Los Sauces;Posta de Salud Rural Santa Rosa (Los Sauces );
Region de la Araucania;Traiguen;Posta de Salud Rural Temulemu;
Region de la Araucania;Traiguen;Posta de Salud Rural Quilquen;
Region de la Araucania;Lumaco;Posta de Salud Rural Pichipellahuen;
Region de la Araucania;Lumaco;Posta de Salud Rural Curilebu;
Region de la Araucania;Lumaco;Posta de Salud Rural Manzanar ( Lumaco );
Region de la Araucania;Lumaco;Posta de Salud Rural Chanco;
Region de la Araucania;Lumaco;Posta de Salud Rural La Herradura;
Region de la Araucania;Puren;Posta de Salud Rural Loncoyan;
Region de la Araucania;Victoria;Posta de Salud Rural Selva Oscura;
Region de la Araucania;Victoria;Posta de Salud Rural Pua;
Region de la Araucania;Victoria;Posta de Salud Rural Quino;
Region de la Araucania;Ercilla;Centro Comunitario de Salud Familiar Pailahueque;Calle Errazuriz, Sector de Pailahueque 310
Region de la Araucania;Victoria;Posta de Salud Rural Rosario;
Region de la Araucania;Victoria;Posta de Salud Rural Cullinco;
Region de la Araucania;Victoria;Posta de Salud Rural California;
Region de la Araucania;Victoria;Posta de Salud Rural Reduccion Pailahueque;
Region de la Araucania;Puren;Posta de Salud Rural Huitranlebu;
Region de la Araucania;Ercilla;Posta de Salud Rural Chacaico;
Region de la Araucania;Ercilla;Posta de Salud Rural Tricauco;
Region de la Araucania;Ercilla;Posta de Salud Rural Temocuicui;
Region de la Araucania;Curacautin;Posta de Salud Rural Malalcahuello;
Region de la Araucania;Curacautin;Posta de Salud Rural Rio Blanco (Curacautin);
Region de la Araucania;Curacautin;Posta de Salud Rural La Tepa;
Region de la Araucania;Curacautin;Posta de Salud Rural Santa Ana;
Region de la Araucania;Curacautin;Posta de Salud Rural Radalco;
Region de la Araucania;Curacautin;Posta de Salud Rural Rariruca;
Region de la Araucania;Curacautin;Posta de Salud Rural Manzanar ( Curacautin );
Region de la Araucania;Lonquimay;Posta de Salud Rural Contraco;
Region de la Araucania;Lonquimay;Posta de Salud Rural Lolen;
Region de la Araucania;Lonquimay;Posta de Salud Rural Sierra Nevada;
Region de la Araucania;Lonquimay;Posta de Salud Rural Icalma;
Region de la Araucania;Lonquimay;Posta de Salud Rural Liucura (Lonquimay);
Region de la Araucania;Lonquimay;Posta de Salud Rural Pedregoso (Lonquimay);
Region de la Araucania;Lonquimay;Posta de Salud Rural Pichipehuenco;
Region de la Araucania;Lonquimay;Posta de Salud Rural Troyo;
Region de la Araucania;Lonquimay;Posta de Salud Rural Ranquil;
Region de la Araucania;Los Sauces;Posta de Salud Rural Pivadenco;
Region de la Araucania;Traiguen;Posta de Salud Rural Didaico;
Region de la Araucania;Collipulli;Posta de Salud Rural Encinar;
Region de la Araucania;Curacautin;Posta de Salud Rural Santa Julia;
Region de la Araucania;Angol;Centro Comunitario de Salud Familiar Consultorio Alemania de Angol;Calle Rucapellan 541
Region de la Araucania;Lumaco;Centro Comunitario de Salud Familiar Capitan Pastene;
Region de la Araucania;Victoria;Centro Comunitario de Salud Familiar Cons. Victoria;Calle Manuel Rodriguez 1240
Region de la Araucania;Angol;SAR Alemania;
Region de la Araucania;Angol;Laboratorio Clinico Cordillera - Sala Externa de Toma de Muestras;Calle Vergara, Box Nº 5 211
Region de la Araucania;Freire;Centro Comunitario de Salud Familiar El Bosque;Calle Errazuriz 1248
Region de la Araucania;Carahue;Centro Comunitario de Salud Familiar Carahue;Calle Ercilla 565
Region de la Araucania;Cunco;Centro Comunitario de Salud Familiar Las Villas;Calle Parque Nahuelbuta, Villa los Parques 1871
Region de la Araucania;Temuco;Centro de Imagenologia y Diagnostico;
Region de la Araucania;Temuco;SAPU Amanecer;Calle Garibaldi 1280
Region de la Araucania;Pucon;SAPU Pucon;
Region de la Araucania;Temuco;SAPU Pueblo Nuevo;Calle Nahuelbuta 2815
Region de la Araucania;Freire;SAPU Freire;Calle Pedro Camalez 187
Region de la Araucania;Temuco;SAR Labranza;Calle Uno Oriente 411
Region de la Araucania;Villarrica;SAPU Los Volcanes;
Region de la Araucania;Nueva Imperial;SAPU Nueva Imperial;Calle Castellon 115
Region de la Araucania;Temuco;SAPU Pedro de Valdivia;Calle Chivilcan 910
Region de la Araucania;Padre Las Casas;SAPU Pulmahue;Avenida La Quebrada 1419
Region de la Araucania;Temuco;SAPU Villa Alegre;Avenida Argentina 820
Region de la Araucania;Villarrica;SAPU Villarica;Calle Caupolican 2001
Region de la Araucania;Traiguen;Laboratorio Clinico Centro Medico Traiguen;Calle Balmaceda 648
Region de la Araucania;Lautaro;Laboratorio Clinico MasterLab;Calle Bernardo O'Higgins 601
Region de la Araucania;Temuco;Centro de Dialisis Tecnodial Ltda.;Calle Andres Bello 168
Region de la Araucania;Nueva Imperial;Centro de Dialisis Los Angeles Limitada;Calle Baquedano 634
Region de la Araucania;Collipulli;Centro de Dialisis VidaDial Collipulli;Calle Cruz 499
Region de la Araucania;Temuco;Centro de Dialisis Villarrica Limitada;Calle Dinamarca 621
Region de la Araucania;Villarrica;Centro de Dialisis Villarrica Ltda.;Calle General Urrutia 20
Region de la Araucania;Temuco;Centro de Dialisis Araucania Limitada;Calle El Bosque 641
Region de la Araucania;Victoria;Centro de Dialisis Temuco Ltda.;Calle Dartnell 1013
Region de la Araucania;Angol;Centro de Dialisis Bayo Dial;Calle Caupolican 48
Region de la Araucania;Angol;Centro de Dialisis Angol Dial Ltda.;Calle Lautaro 20
Region de la Araucania;Angol;SAPU Huequen;Calle Camino Los Sauces 71
Region de la Araucania;Victoria;SAR Victoria;Calle Chorrillos 1920
Region de la Araucania;Temuco;Centro de Salud Familiar El Carmen;Calle Los Compositores 100
Region de la Araucania;Padre Las Casas;Centro de Salud Familiar Conun Huenu;Avenida Avenida Pulmahue 1405
Region de la Araucania;Temuco;Centro Medico y Dental La Araucana Temuco;Calle Aldunate 186
Region de Los Rios;Valdivia;Posta de Salud Cayumapu;
Region de Los Rios;Futrono;SAPU Belarmina Paredes;Calle German Riesco 305
Region de Los Rios;Lago Ranco;SAPU Ranco;Calle Concepcion 662
Region de Los Rios;Valdivia;SAPU Niebla;
Region de Los Rios;Panguipulli;SAPU Panguipulli;Calle Eduardo Cruz Coke 136
Region de Los Rios;Valdivia;Posta de Salud Rural Huellelhue;
Region de Los Rios;Valdivia;Posta de Salud Rural Curinanco;
Region de Los Rios;Corral;Posta de Salud Rural Isla del Rey;
Region de Los Rios;Corral;Posta de Salud Rural Chaihuin;
Region de Los Rios;Los Lagos;Posta de Salud Rural El Salto;
Region de Los Rios;Los Lagos;Posta de Salud Rural Las Huellas;
Region de Los Rios;Los Lagos;Posta de Salud Rural Antilhue;
Region de Los Rios;Los Lagos;Posta de Salud Rural Rinihue;
Region de Los Rios;Los Lagos;Posta de Salud Rural Folilco;
Region de Los Rios;Los Lagos;Posta de Salud Rural Malihue;
Region de Los Rios;Panguipulli;Posta de Salud Rural Melefquen;
Region de Los Rios;Mariquina;Posta de Salud Rural Chan Chan;
Region de Los Rios;Mariquina;Posta de Salud Rural Mehuin;
Region de Los Rios;Mariquina;Posta de Salud Rural Mississippi;
Region de Los Rios;Mariquina;Posta de Salud Rural Pelchuquin;
Region de Los Rios;Mariquina;Posta de Salud Rural Ciruelos;
Region de Los Rios;Mariquina;Posta de Salud Rural Alepue;
Region de Los Rios;Mariquina;Posta de Salud Rural Inipulli;
Region de Los Rios;Panguipulli;Posta de Salud Rural Huitag;
Region de Los Rios;Panguipulli;Posta de Salud Rural Neltume;
Region de Los Rios;Panguipulli;Centro Comunitario de Salud Familiar Liquine;
Region de Los Rios;Panguipulli;Posta de Salud Rural Pirihueico;
Region de Los Rios;Panguipulli;Posta de Salud Rural Cayumapu;
Region de Los Rios;La Union;Posta de Salud Rural Catamutun;
Region de Los Rios;La Union;Posta de Salud Rural Puerto Nuevo;
Region de Los Rios;La Union;Posta de Salud Rural Choroico (La Union);
Region de Los Rios;La Union;Posta de Salud Rural Pilpilcahuin;
Region de Los Rios;La Union;Posta de Salud Rural Traiguen ( La Union);
Region de Los Rios;La Union;Posta de Salud Rural Llancacura;
Region de Los Rios;Rio Bueno;Posta de Salud Rural Crucero (Rio Bueno);
Region de Los Rios;Rio Bueno;Posta de Salud Rural Vivanco;
Region de Los Rios;Rio Bueno;Posta de Salud Rural Carimallin;
Region de Los Rios;Rio Bueno;Posta de Salud Rural Trapi;
Region de Los Rios;Rio Bueno;Posta de Salud Rural Cayurruca;
Region de Los Rios;Rio Bueno;Posta de Salud Rural Futahuente;
Region de Los Rios;Paillaco;Posta de Salud Rural Reumen;
Region de Los Rios;Paillaco;Posta de Salud Rural Pichirropulli;
Region de Los Rios;Paillaco;Posta de Salud Rural Aguas Negras;
Region de Los Rios;Futrono;Posta de Salud Rural Arquilhue;
Region de Los Rios;Futrono;Posta de Salud Rural Loncopan;
Region de Los Rios;Futrono;Posta de Salud Rural Maihue;
Region de Los Rios;Futrono;Posta de Salud Rural Huapi;
Region de Los Rios;Futrono;Posta de Salud Rural Llifen;
Region de Los Rios;Lago Ranco;Posta de Salud Rural Pitriuco;
Region de Los Rios;Lago Ranco;Posta de Salud Rural Illahuape;
Region de Los Rios;Lago Ranco;Centro Comunitario de Salud Familiar Rininahue;
Region de Los Rios;Valdivia;Posta de Salud Rural Morrompulli;
Region de Los Rios;Panguipulli;Posta de Salud Rural Bocatoma;
Region de Los Rios;La Union;Posta de Salud Rural Santa Elisa;
Region de Los Rios;La Union;Posta de Salud Rural Mashue;
Region de Los Rios;Rio Bueno;Posta de Salud Rural Mantilhue;
Region de Los Rios;Paillaco;Posta de Salud Rural Santa Rosa (Paillaco);
Region de Los Rios;Paillaco;Posta de Salud Rural Santa Filomena (Paillaco);
Region de Los Rios;Lago Ranco;Posta de Salud Rural Calcurrupe;
Region de Los Rios;Mafil;Posta de Salud Rural Huichaco;
Region de Los Rios;Lago Ranco;Posta de Salud Rural Pocura;
Region de Los Rios;Lago Ranco;Posta de Salud Rural Rupumeica;
Region de Los Rios;La Union;Posta de Salud Rural Los Esteros;
Region de Los Rios;Futrono;Centro Comunitario de Salud Familiar Nontuela;
Region de Los Rios;Panguipulli;Posta de Salud Rural Lago Neltume;
Region de Los Rios;Los Lagos;Posta de Salud Rural Pellinada;
Region de Los Rios;Valdivia;COSAM Comunitario Las Animas;Calle Pedro Aguirre Cerda 295
Region de Los Rios;Valdivia;COSAM Angachilla;Calle Rene Schneider 555
Region de Los Rios;Valdivia;Centro Comunitario de Salud Familiar Barrios Bajos;
Region de Los Rios;Valdivia;Centro Comunitario de Salud Familiar Consultorio Las Animas;
Region de Los Rios;Valdivia;Centro Comunitario de Salud Familiar Gil de Castro;
Region de Los Rios;Mariquina;Centro Comunitario de Salud Familiar Mehuin;
Region de Los Rios;Panguipulli;Centro Comunitario de Salud Familiar Neltume;
Region de Los Rios;La Union;Centro Comunitario de Salud Familiar Los Lagos;Calle Puyehue 1017
Region de Los Rios;Valdivia;Centro Comunitario de Salud Familiar Cons. Angachilla;
Region de Los Rios;Los Lagos;Centro Comunitario de Salud Familiar Manuel Miranda;
Region de Los Rios;Valdivia;Centro Comunitario de Salud Familiar Pablo Neruda;Calle Sergio Santander 4027
Region de Los Rios;Mariquina;Centro Comunitario de Salud Familiar Dr. Silva de La Paz (San Francisco);
Region de Los Rios;Valdivia;SAPU Las Animas;Calle Pedro Aguirre Cerda 231
Region de Los Rios;Valdivia;SAPU Gil de Castro;Calle Picarte 2500
Region de Los Rios;La Union;SAR La Union;Calle Padre Hurtado 570
Region de Los Rios;Lanco;SAPU Malalhue;Calle Balmaceda 138
Region de Los Rios;Rio Bueno;SAPU Rio Bueno;Calle Ejercito Libertador 1500
Region de Los Rios;Valdivia;SAPU Angachilla;Calle Santa Martina 3821
Region de Los Rios;Valdivia;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Valdivia);Calle Chacabuco 700
Region de Los Rios;Valdivia;PRAIS (S.S. Valdivia);Calle Chacabuco 700
Region de Los Rios;Valdivia;Clinica Dental Movil A Rural Triple. Pat. BKYS94 (Valdivia);Calle Chacabuco 700
Region de Los Rios;Valdivia;Clinica Dental Movil B Urbana Triple. Pat. BKYS92 (Valdivia);Calle Chacabuco 700
Region de Los Rios;Valdivia;Hospital Clinico Regional (Valdivia);Calle Bueras 1003
Region de Los Rios;Corral;Hospital de Corral;
Region de Los Rios;Los Lagos;Hospital de Los Lagos;Calle Lanin 246
Region de Los Rios;Lanco;Hospital de Lanco;
Region de Los Rios;La Union;Hospital Juan Morey (La Union);
Region de Los Rios;Rio Bueno;Hospital de Rio Bueno;Calle Ejercito Libertador 1521
Region de Los Rios;Paillaco;Hospital de Paillaco;Calle Gabriela Mistral 715
Region de Los Rios;Mariquina;Hospital de Mariquina;Calle Garcia Reyes 955
Region de Los Rios;Panguipulli;Hospital Padre Bernabe de Lucerna (Panguipulli) (D);Calle Eduardo Cruz Coke 342
Region de Los Rios;Valdivia;Clinica Alemana Valdivia;Calle Beauchef 765
Region de Los Rios;Valdivia;Clinica Mutual de Seguridad CChC Valdivia;Avenida Prat 1005
Region de Los Rios;Valdivia;Centro CONIN Valdivia;Calle Ruben Dario 285
Region de Los Rios;Valdivia;Megasalud S.A Centro Medico y Dental Valdivia;Avenida Alemania 475
Region de Los Rios;La Union;Clinica del Trabajador AChS;Calle Comercio 260
Region de Los Rios;Valdivia;Policlinico Carabineros Valdivia;Calle Picarte 1129
Region de Los Rios;Valdivia;Centro Clinico Militar;Calle Orostegui 1650
Region de Los Rios;Valdivia;Centro de Salud Universidad Austral de Chile;
Region de Los Rios;Valdivia;Centro de Salud Masisa;Calle Jose Manuel Balmaceda 850
Region de Los Rios;Valdivia;Policlinico Astilleros y Servicios Navales ASENAV;Avenida Espana 1135
Region de Los Rios;Valdivia;Centro Penitenciario Valdivia;Calle Picarte 4000
Region de Los Rios;Valdivia;Policlinico Infodema;Avenida Espana 1000
Region de Los Rios;La Union;Centro de Salud Mutual CChC La Union;Avenida Arturo Prat 455
Region de Los Rios;Rio Bueno;Centro de Salud AChS Rio Bueno;Calle Independencia 970
Region de Los Rios;Valdivia;Clinica Collico;
Region de Los Rios;Valdivia;Clinica del Trabajador AChS de Valdivia;Calle Beauchef 705
