Región;Comuna;Establecimiento;Dirección
Region de Los Rios;La Unión;Laboratorio Austral Ltda.;Calle Arturo Prat 455
Region de Los Rios;Los Lagos;Laboratorio Sociedad Andrade Salas y Cía. Ltda.;Calle Matta 295
Region de Los Rios;Panguipulli;Laboratorio Frilab;Calle Bernardo O'Higgins 357
Region de Los Rios;Río Bueno;Laboratorio Clínico Suranálilsis Ltda.;Calle Comercio 766
Region de Los Rios;Valdivia;Laboratorio Clínico y Especialidades Ltda;
Region de Los Rios;Valdivia;Laboratorio de Nefrología e Histocompatibilidad Universidad Austral de Chile;Calle Bueras 1003
Region de Los Rios;Valdivia;Laboratorio Clínico Laboclin;Avenida Francia 2980
Region de Los Rios;Valdivia;Laboratorio de Histología y Citopatología Valdivia Ltda.;Calle Beauchef 768
Region de Los Rios;Valdivia;Laboratorio Clínico Bionet S.A;Calle Beauchef 705
Region de Los Rios;La Unión;Laboratorio Beneficiencia Osorno;Calle Arturo Prat 883
Region de Los Rios;Valdivia;Centro de Salud Familiar Externo Valdivia;Avenida Francia 2980
Region de Los Rios;Valdivia;Centro de Salud Familiar Las Ánimas;Calle Pedro Aguirre Cerda 231
Region de Los Rios;Valdivia;Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro);Calle Picarte 2500
Region de Los Rios;Mariquina;Centro de Salud Familiar San José de la Mariquina;
Region de Los Rios;Panguipulli;Centro de Salud Familiar Panguipulli;Calle Eduardo Cruz Coke 136
Region de Los Rios;Futrono;Centro de Salud Familiar Belarmina Paredes;
Region de Los Rios;Lago Ranco;Centro de Salud Familiar Juan Santa María Bonet;Calle Concepción 655
Region de Los Rios;Máfil;Centro de Salud Familiar Máfil;
Region de Los Rios;Panguipulli;Centro de Salud Familiar Coñaripe;
Region de Los Rios;Panguipulli;Centro de Salud Familiar Choshuenco;
Region de Los Rios;La Unión;Centro de Salud Familiar Dr. Alfredo Gantz Mann;Calle Los Tineos 55
Region de Los Rios;Lanco;Centro de Salud Familiar Malalhue;Calle Balmaceda 138
Region de Los Rios;Río Bueno;Centro de Salud Familiar Río Bueno;Calle Ejército Libertador 1500
Region de Los Rios;Valdivia;Centro de Salud Familiar Niebla;
Region de Los Rios;Valdivia;Centro de Salud Familiar Angachilla;Calle Santa Martina 3821
Region de Los Rios;Paillaco;Centro de Salud Familiar Lautaro Caro Ríos;
Region de Los Rios;Los Lagos;Centro de Salud Familiar Los Lagos;Calle Arturo Prat 162
Region de Los Rios;Valdivia;Posta de Salud Rural Punucapa;
Region de Los Rios;Valdivia;SAR Barrios Bajos;Calle Domeyko 500
Region de Los Rios;Valdivia;Centro Comunitario de Salud Familiar Guacamayo;Calle Las Mulatas 311
Region de Los Rios;Valdivia;Centro de Diálisis Nephrocare Los Ríos;Avenida Rene Schneider 3426
Region de Los Rios;Valdivia;Centro de Diálisis Valdivia;Calle Bueras 884
Region de Los Rios;Máfil;Centro Comunitario de Salud Familiar Máfil;Avenida Pedro de Valdivia 460
Region de Los Rios;Valdivia;Centro Médico Docente Asistencial Universidad San Sebastián;Calle Vicente Perez Rosales 1095
Region de Los Rios;Valdivia;Centro Médico Docente Asistencial Universidad Santo Tomás;Calle Picarte 1160
Region de Los Rios;La Unión;Centro Comunitario de Salud Familiar Dr. Alberto Daiber;Calle Romualdo Roldan Catalán 220
Region de Los Rios;Valdivia;Centro Odontológico Uno Saluld Dental Valdivia;Calle Ismael Valdés 365
Region de Los Rios;Los Lagos;Centro Comunitario de Salud Familiar Folilco;
Region de Los Rios;Valdivia;Instituto de Rehabilitación Infantil TELETÓN (Valdivia);Calle Rene Schneider 2631
Region de Los Lagos;Castro;Laboratorio Clínico el Bosque;Calle Serrano 458
Region de Los Lagos;Puerto Montt;Centro de Salud Médico Dental Universitario de la Universidad de Los Lagos;
Region de Los Lagos;Puerto Montt;Policlínico Institucional de Gendarmería de Chile (Puerto Montt);
Region de Los Lagos;Puerto Montt;Hospital de día Infanto Adolescente;Calle Quellon 11
Region de Los Lagos;Castro;Laboratorio Clínico Austral;Calle Serrano, Oficina 28 458
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Puerta Sur;
Region de Los Lagos;Puerto Montt;Centro Odontológico Uno Salud Dental Puerto Montt;Calle Illapel, Local 1-10 10
Region de Los Lagos;Puerto Montt;Centro Médico Medicenter Puerto Montt;Calle Benavente 458
Region de Los Lagos;Puerto Montt;Laboratorio Clínico DESAM Puerto Montt;Calle Regimiento 1180
Region de Los Lagos;Puerto Varas;Vacunatorio Austral E.I.R.L.;Calle San Ignacio 971
Region de Los Lagos;Osorno;CDR de Adultos Mayores con Demencia;Calle Cochrane 1162
Region de Los Lagos;Purranque;Centro Comunitario de Salud Familiar Barrio Estación;
Region de Los Lagos;Ancud;Centro Comunitario de Salud Familiar Puntra Degañ;
Region de Los Lagos;Castro;Centro Comunitario de Salud Familiar Gamboa;Calle Profesor César Vera 301
Region de Los Lagos;Calbuco;Consulta Dental La Araucana Salud;Calle Jose Miguel Carrera 111
Region de Los Lagos;Osorno;Consulta Dental La Araucana Salud;Avenida Manuel Rodriguez, Piso 3 861
Region de Los Lagos;Osorno;COSAM ORIENTE;Calle Germán Hube 1435
Region de Los Lagos;Osorno;Unidad de Memoria AYEKAN;Calle Cochrane 1162
Region de Los Lagos;San Juan de la Costa;Posta de Salud Rural Chamilco;
Region de Los Lagos;Quellón;Centro Comunitario de Salud Familiar Villa Aytue;Calle Los Caciques 288
Region de Los Lagos;Puerto Montt;Centro Médico Imagenología Sur Cruz Médica;Calle Baquedano 179
Region de Los Lagos;Quellón;Laboratorio Clínico Corcovado;Calle Ignacio Carrera Pinto 380
Region de Los Lagos;Osorno;Policlínico Centro de Cumplimiento Penitenciario de Osorno;Calle Conrado Amthauer 1399
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Alerce Norte;Calle Los Mañios, Alerce Norte 18
Region de Los Lagos;Puerto Varas;Posta de Salud Rural Colonia Río Sur;
Region de Los Lagos;Puerto Varas;Posta de Salud Rural Ralún;
Region de Los Lagos;Llanquihue;Posta de Salud Rural Loncotoro;
Region de Los Lagos;Llanquihue;Posta de Salud Rural Pellines (Llanquihue);
Region de Los Lagos;Llanquihue;Posta de Salud Rural Colegual;
Region de Los Lagos;Frutillar;Posta de Salud Rural Casma;
Region de Los Lagos;Frutillar;Posta de Salud Rural Centinela;
Region de Los Lagos;Fresia;Posta de Salud Rural Parga;
Region de Los Lagos;Fresia;Posta de Salud Rural Tegualda;
Region de Los Lagos;Fresia;Posta de Salud Rural Polizones;
Region de Los Lagos;Fresia;Posta de Salud Rural Cau;
Region de Los Lagos;Fresia;Posta de Salud Rural Mañío;
Region de Los Lagos;Fresia;Posta de Salud Rural El Mirador;
Region de Los Lagos;Fresia;Posta de Salud Rural Traiguén (Fresia);
Region de Los Lagos;Fresia;Posta de Salud Rural Las Cruces ( Fresia);
Region de Los Lagos;Fresia;Posta de Salud Rural Línea Sin Nombre;
Region de Los Lagos;Maullín;Posta de Salud Rural Carelmapu;
Region de Los Lagos;Maullín;Posta de Salud Rural Misquihue;
Region de Los Lagos;Maullín;Posta de Salud Rural Peñol;
Region de Los Lagos;Maullín;Posta de Salud Rural Astillero;
Region de Los Lagos;Maullín;Posta de Salud Rural La Pasada;
Region de Los Lagos;Maullín;Posta de Salud Rural Quenuir;
Region de Los Lagos;Calbuco;Posta de Salud Rural Pargua;
Region de Los Lagos;Calbuco;Posta de Salud Rural Putenio;
Region de Los Lagos;Calbuco;Centro Comunitario de Salud Familiar Texas;Calle Pedro Félix, Sector San Rafael 417
Region de Los Lagos;Calbuco;Posta de Salud Rural Aguantao;
Region de Los Lagos;Calbuco;Posta de Salud Rural Peñasmo;
Region de Los Lagos;Calbuco;Posta de Salud Rural Avellanal;
Region de Los Lagos;Calbuco;Posta de Salud Rural Tabón;
Region de Los Lagos;Calbuco;Posta de Salud Rural Huar;
Region de Los Lagos;Calbuco;Posta de Salud Rural Chauquear;
Region de Los Lagos;Calbuco;Posta de Salud Rural Chayahue;
Region de Los Lagos;Calbuco;Posta de Salud Rural Pergue;
Region de Los Lagos;Calbuco;Posta de Salud Rural Quetrulauquén;
Region de Los Lagos;Calbuco;Posta de Salud Rural San Antonio (Calbuco);
Region de Los Lagos;Calbuco;Posta de Salud Rural San Agustín (Calbuco);
Region de Los Lagos;Los Muermos;Posta de Salud Rural Cañitas;
Region de Los Lagos;Los Muermos;Posta de Salud Rural Los Piques;
Region de Los Lagos;Los Muermos;Posta de Salud Rural Cumbre Alta;
Region de Los Lagos;Los Muermos;Posta de Salud Rural Quillagua (Los Muermos);
Region de Los Lagos;Chaitén;Posta de Salud Rural Chulín;
Region de Los Lagos;Chaitén;Posta de Salud Rural Buill;
Region de Los Lagos;Chaitén;Posta de Salud Rural Talcán;
Region de Los Lagos;Chaitén;Posta de Salud Rural Nayahue;
Region de Los Lagos;Chaitén;Posta de Salud Rural Chumeldén;
Region de Los Lagos;Chaitén;Posta de Salud Rural Ayacara;
Region de Los Lagos;Chaitén;Posta de Salud Rural El Frío o Santa Lucía;
Region de Los Lagos;Chaitén;Posta de Salud Rural Chana;
Region de Los Lagos;Palena;Posta de Salud Rural Puerto Ramírez;
Region de Los Lagos;Futaleufú;Posta de Salud Rural El Azul;
Region de Los Lagos;Palena;Posta de Salud Rural El Malito;
Region de Los Lagos;Calbuco;Posta de Salud Rural Chope;
Region de Los Lagos;Cochamó;Posta de Salud Rural Pocoihuén;
Region de Los Lagos;Futaleufú;Posta de Salud Rural El Espolón;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Huelmo;
Region de Los Lagos;Cochamó;Posta de Salud Rural Valle El Frío;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Piedra Azul;
Region de Los Lagos;Los Muermos;Posta de Salud Rural Estaquilla;
Region de Los Lagos;Chaitén;Posta de Salud Rural Hueque;
Region de Los Lagos;Llanquihue;Posta de Salud Rural Macal;
Region de Los Lagos;Chaitén;Posta de Salud Rural Casa de Pesca;
Region de Los Lagos;Calbuco;Posta de Salud Rural Machil;
Region de Los Lagos;Calbuco;Posta de Salud Rural Queullín;
Region de Los Lagos;Calbuco;Posta de Salud Rural San Ramón (Calbuco);
Region de Los Lagos;Calbuco;Posta de Salud Rural Huayún;
Region de Los Lagos;Cochamó;Posta de Salud Rural Llaguepe;
Region de Los Lagos;Puerto Montt;COSAM Puerto Montt;Calle Ancud 130
Region de Los Lagos;Puerto Montt;COSAM de Reloncaví;Calle Chorrillos 1582
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Anahuac;
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Licarayen;
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Chamiza;
Region de Los Lagos;Chaitén;Centro Comunitario de Salud Familiar de Ayacara;
Region de Los Lagos;Frutillar;Centro Comunitario de Salud Familiar Pantanosa;
Region de Los Lagos;Puerto Montt;SAPU Angelmó;
Region de Los Lagos;Puerto Montt;SAPU Antonio Varas;
Region de Los Lagos;Puerto Varas;SAR Puerto Varas;
Region de Los Lagos;Puerto Montt;SAPU Padre Hurtado;
Region de Los Lagos;Puerto Montt;SAPU Alerce;Calle Transversal Norte Sur 2
Region de Los Lagos;Osorno;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Osorno);Calle Manuel Antonio Matta 448
Region de Los Lagos;Osorno;PRAIS (S.S Osorno);Calle Manuel Antonio Matta 448
Region de Los Lagos;Osorno;Clínica Dental Móvil Triple. Pat. BKYZ91 (Osorno);Calle Manuel Antonio Matta 448
Region de Los Lagos;Osorno;Departamento de Atención Integral Funcionarios;Calle Guillermo Bühler 1756
Region de Los Lagos;Osorno;Hospital Base San José de Osorno;Calle Guillermo Buhler 1765
Region de Los Lagos;Purranque;Hospital de Purranque;Calle 21 de mayo 468
Region de Los Lagos;Río Negro;Hospital de Río Negro;Calle Arturo Prat 791
Region de Los Lagos;Puerto Octay;Hospital de Puerto Octay;Calle Pedro Montt 601
Region de Los Lagos;San Juan de la Costa;Hospital Futa Sruka Lawenche Kunko Mapu Mo;
Region de Los Lagos;San Pablo;Hospital Pu Mulen Quilacahuín;
Region de Los Lagos;Osorno;Clínica Alemana de Osorno;Avenida Zenteno 1530
Region de Los Lagos;Osorno;Centro de Salud Mutual CChC Osorno;Calle Guillermo Buhler 1756
Region de Los Lagos;Osorno;Megasalud S.A. Centro Médico y Dental Osorno;Calle Bernardo O'Higgins 791
Region de Los Lagos;Purranque;Centro de Rehabilitación de Minusválidos;
Region de Los Lagos;Osorno;Clínica de la AChS Osorno;Avenida Zenteno 1529
Region de Los Lagos;Purranque;Policlínico de la AChS Purranque;Calle Las Heras 216
Region de Los Lagos;Osorno;Vacunatorio Sociedad Centro Médico Cochrane SA;Calle Cochrane 405
Region de Los Lagos;Osorno;Clínica Oftalmológica Survisión;Calle Guillermo Buhler 1581
Region de Los Lagos;Osorno;Policlínico del Instituto de Seguridad del Trabajo Osorno;Calle Hermanos Phillipi 1470
Region de Los Lagos;Osorno;Centro de Diálisis Dial Sur;Calle Barros Arana 1870
Region de Los Lagos;Osorno;Centro Médico y Laboratorio Cochrane;Calle Cochrane 405
Region de Los Lagos;Osorno;Laboratorio Luis Pasteur;Calle Manuel Bulnes 698
Region de Los Lagos;Osorno;Laboratorio CENDIMET;Calle O'Higgins 516
Region de Los Lagos;Osorno;Centro de Salud Familiar Dr. Pedro Jáuregui;Calle Victoria 370
Region de Los Lagos;Osorno;Centro de Salud Familiar Dr. Marcelo Lopetegui Adams;Calle Los Carrera 1400
Region de Los Lagos;Osorno;Centro de Salud Familiar Ovejería;Calle Martín Ruiz de Gamboa 602
Region de Los Lagos;Osorno;Centro de Salud Familiar Rahue Alto;Calle Real 2160
Region de Los Lagos;Puyehue;Centro de Salud Familiar Entre Lagos;
Region de Los Lagos;San Pablo;Centro de Salud Familiar San Pablo;Calle Colón 788
Region de Los Lagos;Osorno;Centro de Salud Familiar Pampa Alegre;Calle Los Héroes de La Concepción 769
Region de Los Lagos;Purranque;Centro de Salud Familiar Purranque;Calle 21 de Mayo 415
Region de Los Lagos;Río Negro;Centro de Salud Familiar Practicante Pablo Araya (Ex Río Negro);
Region de Los Lagos;Osorno;Centro de Salud Familiar Quinto Centenario;Calle Sevilla 1620
Region de Los Lagos;San Juan de la Costa;Centro de Salud Familiar Bahía Mansa;
Region de Los Lagos;San Juan de la Costa;Centro de Salud Familiar Puaucho;
Region de Los Lagos;San Juan de la Costa;Posta de Salud Rural Cuinco;
Region de Los Lagos;Osorno;Posta de Salud Rural Pichi Damas;
Region de Los Lagos;Puyehue;Posta de Salud Rural Puyehue;
Region de Los Lagos;Castro;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Chiloé);Calle Bernardo O'Higgins 504
Region de Los Lagos;Castro;PRAIS (S.S Chiloé);Calle BernardoO'Higgins 504
Region de Los Lagos;Castro;Clínica Dental Móvil Triple. Pat. BKYS90 (Castro);Calle Bernardo O'Higgins 504
Region de Los Lagos;Castro;Hospital de Castro;Calle Freire 852
Region de Los Lagos;Ancud;Hospital de Ancud;Calle Almirante Latorre 301
Region de Los Lagos;Quinchao;Hospital Comunitario de Achao;Calle Riquelme 16
Region de Los Lagos;Quellón;Hospital de Quellón;Calle Dr. Ahues 305
Region de Los Lagos;Queilén;Hospital de Queilén;Calle Balmaceda 311
Region de Los Lagos;Castro;Buque Cirujano Videla;
Region de Los Lagos;Ancud;Vacunatorio Rosalía Muñoz;Calle Aníbal Pinto 308
Region de Los Lagos;Castro;Centro Médico Austral;Calle Serrano 459
Region de Los Lagos;Castro;Clínica de la AChS Castro;Calle Freire 498
Region de Los Lagos;Quellón;Policlínico de la AChS Quellón;Calle Ignacio Carrera Pinto 367
Region de Los Lagos;Ancud;Policlínico de la AChS Ancud;Calle Almirante Latorre 1322
Region de Los Lagos;Ancud;Laboratorio Clínico y Hematológico Ancud;Calle Aníbal Pinto 308
Region de Los Lagos;Quellón;Laboratorio Biolab Ltda;Calle Santos Vargas 202
Region de Los Lagos;Castro;Policlínico de la AChS Castro;Calle Ramón Freire 498
Region de Los Lagos;Castro;Centro Médico y Dental La Araucana Castro;Calle Freire 497
Region de Los Lagos;Castro;Centro Médico y Dental La Araucana Ancud;Calle Eleuterio Ramírez 356
Region de Los Lagos;Castro;Policlínico del Instituto de Seguridad del Trabajo Ancud;Calle Pudeto 251
Region de Los Lagos;Castro;Policlínico del Instituto de Seguridad del Trabajo Castro;Calle O'Higgins 488
Region de Los Lagos;Castro;Laboratorio Clínico y Hematológico Biolab;Calle Freire 406
Region de Los Lagos;Castro;Laboratorio Clínico Austral;Calle Serrano 459
Region de Los Lagos;Castro;Laboratorio Clínico y Hematológico Biolab Ltda. ECOSUR;Calle Serrano 415
Region de Los Lagos;Castro;Laboratorio Clínico Chiloé;Calle Freire 759
Region de Los Lagos;Ancud;Centro de Salud Familiar Pudeto Bajo;
Region de Los Lagos;Quemchi;Centro de Salud Familiar Quemchi;
Region de Los Lagos;Chonchi;Centro de Salud Familiar Chonchi;
Region de Los Lagos;Dalcahue;Centro de Salud Familiar Dalcahue;Calle Ramón Freire 315
Region de Los Lagos;Puqueldón;Centro de Salud Familiar Puqueldón;
Region de Los Lagos;Curaco de Vélez;Centro de Salud Familiar Curaco de Vélez;
Region de Los Lagos;Castro;Centro de Salud Familiar Dr. René Tapia Salgado;Calle Galvarino Riveros 939
Region de Los Lagos;Ancud;Centro de Salud Familiar Dr. Manuel Ferreira Guzman;Calle Almirante Latorre 750
Region de Los Lagos;Quellón;Centro de Salud Familiar Quellón;Calle Galvarino Riveros 590
Region de Los Lagos;Castro;Posta de Salud Rural Curahue;
Region de Los Lagos;Castro;Posta de Salud Rural Puyán;
Region de Los Lagos;Castro;Centro Comunitario de Salud Familiar Rilán;Avenida 18 de Septiembre, Sector Rilán Rural 8
Region de Los Lagos;Castro;Posta de Salud Rural Quehui;
Region de Los Lagos;Castro;Posta de Salud Rural Chelín;
Region de Los Lagos;Castro;Posta de Salud Rural Yutuy;
Region de Los Lagos;Dalcahue;Posta de Salud Rural Mocopulli;
Region de Los Lagos;Dalcahue;Posta de Salud Rural Quetalco;
Region de Los Lagos;Dalcahue;Posta de Salud Rural Calén;
Region de Los Lagos;Puqueldón;Posta de Salud Rural Aldachildo;
Region de Los Lagos;Puqueldón;Posta de Salud Rural Ichuac;
Region de Los Lagos;Puqueldón;Posta de Salud Rural Detif;
Region de Los Lagos;Puqueldón;Posta de Salud Rural Liucura (Puqueldón);
Region de Los Lagos;Chonchi;Posta de Salud Rural Terao;
Region de Los Lagos;Chonchi;Posta de Salud Rural Chanquín;
Region de Los Lagos;Chonchi;Posta de Salud Rural Petanes Bajos;
Region de Los Lagos;Chonchi;Posta de Salud Rural Rauco;
Region de Los Lagos;Ancud;Posta de Salud Rural Linao;
Region de Los Lagos;Ancud;Posta de Salud Rural Chacao;
Region de Los Lagos;Ancud;Posta de Salud Rural Quetalmahue;
Region de Los Lagos;Ancud;Posta de Salud Rural Nal;
Region de Los Lagos;Ancud;Posta de Salud Rural Manao;
Region de Los Lagos;Ancud;Posta de Salud Rural Guabún;
Region de Los Lagos;Ancud;Posta de Salud Rural Puntra;
Region de Los Lagos;Quemchi;Posta de Salud Rural Lliuco (Quemchi);
Region de Los Lagos;Quemchi;Posta de Salud Rural Morrolobos;
Region de Los Lagos;Quemchi;Posta de Salud Rural Quinterquén;
Region de Los Lagos;Quemchi;Posta de Salud Rural Montemar;
Region de Los Lagos;Dalcahue;Posta de Salud Rural Tenaún;
Region de Los Lagos;Quemchi;Posta de Salud Rural Quicaví;
Region de Los Lagos;Queilén;Posta de Salud Rural Agoni Alto;
Region de Los Lagos;Queilén;Posta de Salud Rural Alqui;
Region de Los Lagos;Queilén;Posta de Salud Rural Apeche;
Region de Los Lagos;Queilén;Posta de Salud Rural Pío - Pío;
Region de Los Lagos;Queilén;Posta de Salud Rural Nepúe;
Region de Los Lagos;Quinchao;Posta de Salud Rural Quinchao;
Region de Los Lagos;Quinchao;Posta de Salud Rural Isla Lin-Lin;
Region de Los Lagos;Quinchao;Posta de Salud Rural Isla Llingua;
Region de Los Lagos;Quinchao;Centro Comunitario de Salud Familiar Isla Meulín;
Region de Los Lagos;Quinchao;Posta de Salud Rural Isla Quenac;
Region de Los Lagos;Quinchao;Posta de Salud Rural Isla Cahuach;
Region de Los Lagos;Quinchao;Posta de Salud Rural Isla Alao;
Region de Los Lagos;Quinchao;Posta de Salud Rural Capilla Antigüa;
Region de Los Lagos;Curaco de Vélez;Posta de Salud Rural Huyar Alto;
Region de Los Lagos;Curaco de Vélez;Posta de Salud Rural Palqui;
Region de Los Lagos;Quemchi;Posta de Salud Rural Mechuque;
Region de Los Lagos;Quemchi;Posta de Salud Rural Tac;
Region de Los Lagos;Quemchi;Posta de Salud Rural Voigue;
Region de Los Lagos;Quellón;Posta de Salud Rural Curanue;
Region de Los Lagos;Quellón;Posta de Salud Rural Candelaria (Quellón);
Region de Los Lagos;Quellón;Posta de Salud Rural Compu;
Region de Los Lagos;Quellón;Posta de Salud Rural San Juan de Chadmo;
Region de Los Lagos;Quellón;Posta de Salud Rural Pelu;
Region de Los Lagos;Quellón;Posta de Salud Rural Punta Liles o Laitec;
Region de Los Lagos;Quellón;Posta de Salud Rural Punta Paula o Coldita;
Region de Los Lagos;Quellón;Posta de Salud Rural Piedras Blancas;
Region de Los Lagos;Queilén;Posta de CONTUY;
Region de Los Lagos;Queilén;Posta de Salud Rural Pureo;
Region de Los Lagos;Chonchi;Posta de Salud Rural Pulpito;
Region de Los Lagos;Ancud;Posta de Salud Rural Caulín;
Region de Los Lagos;Dalcahue;Posta de Salud Rural Puchaurán;
Region de Los Lagos;Castro;Posta de Salud Rural Pid - Pid;
Region de Los Lagos;Quellón;Posta de Salud Rural Coinco;
Region de Los Lagos;Quellón;Posta de Salud Rural Chadmo Central;
Region de Los Lagos;Quellón;Posta de Salud Rural Auchac;
Region de Los Lagos;Quellón;Posta de Salud Rural Yaldad;
Region de Los Lagos;Quinchao;Posta de Salud Rural Chaulinec La Villa;
Region de Los Lagos;Chonchi;Posta Natri;
Region de Los Lagos;Chonchi;Posta Curaco de Vilopulli;
Region de Los Lagos;Chonchi;Posta Nalhuitad;
Region de Los Lagos;Chonchi;Posta Cucao;
Region de Los Lagos;Ancud;Posta de Salud Rural Coipomo;
Region de Los Lagos;Quellón;Posta de Salud Rural Inio;
Region de Los Lagos;Dalcahue;Posta de Salud Rural Butalcura;
Region de Los Lagos;Queilén;Posta de Salud Rural San José;
Region de Los Lagos;Quellón;Posta de Salud Rural Chaullín;
Region de Los Lagos;Quinchao;Centro Comunitario de Salud Familiar Carlina Paillacar;
Region de Los Lagos;Ancud;Centro Comunitario de Salud Familiar Bellavista;
Region de Los Lagos;Quemchi;Centro Comunitario de Salud Familiar Metahue;
Region de Los Lagos;Chonchi;Centro Comunitario de Salud Familiar Huillinco;
Region de Los Lagos;Castro;Centro Comunitario de Salud Familiar Llau Llao;Calle Arturo Prat 218
Region de Los Lagos;Puyehue;Posta de Salud Rural Desagüe Rupanco;
Region de Los Lagos;Puyehue;Posta de Salud Rural Ñadi Pichi-Damas;
Region de Los Lagos;Río Negro;Posta de Salud Rural Tres Esteros;
Region de Los Lagos;Purranque;Centro Comunitario de Salud Familiar Corte Alto;Calle Vicuña Mackena 326
Region de Los Lagos;Purranque;Posta de Salud Rural Crucero ( Purranque);
Region de Los Lagos;Purranque;Posta de Salud Rural Coligual;
Region de Los Lagos;Purranque;Posta de Salud Rural Hueyusca;
Region de Los Lagos;Purranque;Posta de Salud Rural Concordia;
Region de Los Lagos;Purranque;Posta de Salud Rural Colonia Ponce;
Region de Los Lagos;Purranque;Posta de Salud Rural La Naranja;
Region de Los Lagos;Purranque;Posta de Salud Rural San Pedro de Purranque;
Region de Los Lagos;Purranque;Posta de Salud Rural Collihuinco;
Region de Los Lagos;Puerto Octay;Posta de Salud Rural Rupanco;
Region de Los Lagos;Puerto Octay;Posta de Salud Rural Cascadas;
Region de Los Lagos;Puerto Octay;Posta de Salud Rural Piedras Negras;
Region de Los Lagos;Osorno;Posta de Salud Rural Cancura;
Region de Los Lagos;Puerto Octay;Posta de Salud Rural Pellinada;
Region de Los Lagos;Puerto Octay;Posta de Salud Rural La Calo;
Region de Los Lagos;Puerto Octay;Posta de Salud Rural Coihueco (Puerto Octay);
Region de Los Lagos;San Juan de la Costa;Posta de Salud Rural Purrehuín;
Region de Los Lagos;San Juan de la Costa;Posta de Salud Rural Aleucapi;
Region de Los Lagos;San Pablo;Posta de Salud Rural La Poza;
Region de Los Lagos;Río Negro;Posta de Salud Rural Huilma;
Region de Los Lagos;San Pablo;Posta de Salud Rural Pucopio;
Region de Los Lagos;San Pablo;Posta de Salud Rural Chanco ( San Pablo );
Region de Los Lagos;San Pablo;Posta de Salud Rural Currimáhuida;
Region de Los Lagos;Osorno;Centro Comunitario de Salud Familiar Murrinumo;Pasaje Camarico, Sector Murrinumo Rahue Alto 2390
Region de Los Lagos;Osorno;Centro Comunitario de Salud Familiar Manuel Rodríguez;Calle La Serena 1001
Region de Los Lagos;Puyehue;Centro Comunitario de Salud Familiar El Encanto;
Region de Los Lagos;Río Negro;Centro Comunitario de Salud Familiar Riachuelo;Calle Barros Arana 295
Region de Los Lagos;Osorno;SAPU Dr. Pedro Jáuregui;Calle Victoria 370
Region de Los Lagos;Osorno;SAPU Rahue Alto;Calle Real 2160
Region de Los Lagos;Puerto Montt;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Del Reloncaví);Calle Egaña 85
Region de Los Lagos;Puerto Montt;PRAIS (S.S Del Reloncaví);Calle Egaña 85
Region de Los Lagos;Puerto Montt;Clínica Dental Móvil Triple. Pat. BKYS89 (Puerto Montt);Calle Egaña 85
Region de Los Lagos;Puerto Montt;Hospital de Puerto Montt;
Region de Los Lagos;Llanquihue;Hospital de Llanquihue;Calle Erardo Warner 645
Region de Los Lagos;Frutillar;Hospital de Frutillar;
Region de Los Lagos;Fresia;Hospital de Fresia;Calle San José 301
Region de Los Lagos;Maullín;Hospital de Maullín;
Region de Los Lagos;Calbuco;Hospital de Calbuco;Calle Eulogio Goycolea 450
Region de Los Lagos;Palena;Hospital de Palena;Calle Pudeto 641
Region de Los Lagos;Futaleufú;Hospital de Futaleufú;Calle Balmaceda 382
Region de Los Lagos;Puerto Varas;Clínica de Puerto Varas SpA.;Calle Otto Bader 810
Region de Los Lagos;Puerto Montt;Centro CONIN Puerto Montt;Avenida Presidente Ibñez 509
Region de Los Lagos;Puerto Montt;Clínica Instituto de Seguridad del Trabajo Puerto Montt;Calle Diego Portales 2200
Region de Los Lagos;Puerto Montt;Clínica Puerto Montt;Calle Panamericana 400
Region de Los Lagos;Puerto Montt;Clínica de la AChS Puerto Montt;Calle Ejército 360
Region de Los Lagos;Puerto Montt;Clínica Universitaria de Puerto Montt S.A.;Avenida Bellavista 123
Region de Los Lagos;Puerto Montt;Megasalud S.A. Centro Médico y Dental Puerto Montt;Calle Rengifo 412
Region de Los Lagos;Puerto Montt;Clínica Complejo Penitenciario de Puerto Montt;Calle Kilometro 1027
Region de Los Lagos;Puerto Montt;Centro de Atención Profesional de Enfermería (CAPROEN);Calle Urmeneta 790
Region de Los Lagos;Puerto Varas;Centro de Diálisis Puerto Varas;Calle Alfonso Brintrup 1428
Region de Los Lagos;Puerto Montt;Centro Nefrológico Puerto Montt;Calle Padre Harter 458
Region de Los Lagos;Puerto Montt;Centro de Diálisis Hemosur;Calle Intendente Aurelio Andrade 302
Region de Los Lagos;Puerto Montt;Policlínico Naval de Puerto Montt;Avenida Diego Portales 2300
