PK_NOMBRE_CENTRO;FK_COMUNA
Centro de Dialisis Santa Cruz;Santa Cruz
Centro de Dialisis SERDIAL Limitada;San Fernando
Centro de Dialisis DIAL;Rancagua
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S Del Libertador Bernardo O'Higgins);Rancagua
PRAIS (S.S Del Libertador Bernardo O'Higgins);Rancagua
Clinica Dental Movil Triple. Pat. PW4103 (Rancagua);Rancagua
Hospital Regional de Rancagua;Rancagua
Hospital Santa Filomena (Graneros);Graneros
Hospital de Coinco;Coinco
Hospital Del Salvador (Peumo);Peumo
Hospital Dr. Ricardo Valenzuela Saez (Rengo);Rengo
Hospital San Vicente de Tagua;San Vicente
Hospital de Pichidegua;Pichidegua
Hospital San Juan de Dios (San Fernando);San Fernando
Hospital Mercedes (Chimbarongo);Chimbarongo
Hospital de Nancagua;Nancagua
Hospital de Santa Cruz;Santa Cruz
Hospital de Marchigue;Marchihue
Hospital de Pichilemu;Pichilemu
Hospital de Lolol;Lolol
Hospital de Litueche;Litueche
Hospital del Trabajador AChS;Rancagua
Clinica Mutual de Seguridad CChC Rancagua;Rancagua
Clinica del Trabajador AChS San Fernando;San Fernando
Hospital Clinico Fusat Rancagua;Rancagua
Vacunatorio Neumann & Bertin Ltda.;San Fernando
Clinica Isamedica;Rancagua
Clinica de Salud Integral;Rancagua
Clinica Mella;Rancagua
Centro Intersalud Rancagua;Rancagua
Megasalud S.A. Centro Medico y Dental Rancagua;Rancagua
Hospital Penitenciario de Rancagua;Rancagua
Centro Medico y Dental Tipo B;Rancagua
Centro Medico O'Carrol Salud;Rancagua
Laboratorio Clinico Aleman;Rancagua
Laboratorio Guillermo Mejias;Rancagua
Laboratorio Torre Medica;Rancagua
Laboratorio San Lucas;Rancagua
Laboratorio Clinico Pasteur;Rancagua
Centro Medico Lantadilla;Rancagua
Laboratorio Vita Nova Alameda;Rancagua
Laboratorio Clinico Indira (Colon);Rancagua
Laboratorio Clinico del Carmen;San Vicente
Laboratorio Marquez y Guajardo Ltda.;San Vicente
Laboratorio Medisalud;San Vicente
Laboratorio Clinico Coloma;San Fernando
Laboratorio Clinico Los Peumos;San Fernando
Laboratorio Clinico Virginia Saenz Fuenzalida;San Fernando
Laboratorio Clinico Salud Plus;Chimbarongo
Laboratorio Santa Cruz;Santa Cruz
Laboratorio Centrolab;Santa Cruz
Laboratorio Clinico Analisis;Santa Cruz
Laboratorio Oscar Zuniga Serrano;Rengo
Laboratorio Clinilab;Rengo
Clinica San Francisco;San Fernando
Laboratorio Clinico San Vicente;San Vicente
Laboratorio Clinico Bionet (Rancagua);Rancagua
Laboratorio Clinico CORMUN de Rancagua;Rancagua
Laboratorio Clinico Labdiagnotic;Rancagua
Centro de Salud y Prevencion AChS San Vicente de Tagua Tagua;San Vicente
Policlinico de la Asociacion Chilena de Seguridad AChS Santa Cruz;Santa Cruz
Policlinico de la Asociacion Chilena de Seguridad AChS Rengo;Rengo
Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Rancagua
Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Rancagua
Centro de Salud Familiar N° 3 Dr. Abel Zapata;Rancagua
Centro de Salud Familiar N° 4 Dra. Maria Latiffe;Rancagua
Centro de Salud Familiar N° 5 Dr. Juan Chiorrini;Rancagua
Centro de Salud Familiar Dr. Osvaldo Ruz Orrego;Machali
Centro de Salud Familiar San Francisco Mostazal;Mostazal
Centro de Salud Familiar Codegua;Codegua
Centro de Salud Familiar Donihue;Donihue
Centro de Salud Familiar Francisco Labrin;Coltauco
Centro de Salud Familiar Requinoa;Requinoa
Centro de Salud Familiar Las Cabras;Las Cabras
Centro de Salud Familiar Quinta de Tilcoco;Quinta de Tilcoco
Centro de Salud Familiar Peralillo;Peralillo
Centro de Salud Familiar La Estrella;La Estrella
Centro de Salud Familiar Chepica;Chepica
Centro de Salud Familiar Paredones;Paredones
Centro de Salud Familiar Chacabuco;San Fernando
Consultorio Placilla (Placilla);Placilla
Centro de Salud Familiar Santa Cruz;Santa Cruz
Centro de Salud Familiar Valle Mar Navidad;Navidad
Centro de Salud Familiar Lo Miranda;Donihue
Centro de Salud Familiar Rosario;Rengo
Centro de Salud Familiar Oriente;San Fernando
Centro de Salud Familiar N° 6 Sr. Ignacio Caroca;Rancagua
Centro de Salud Familiar Malloa;Malloa
Centro de Salud Familiar de Pelequen;Malloa
Centro de Salud Familiar Olivar Alto;Olivar
Centro de Salud Familiar Cunaco;Nancagua
Centro de Salud Familiar Rengo;Rengo
Centro de Salud Familiar Gultro;Olivar
Centro de Salud Familiar La Esperanza;Peumo
Consultorio PRAIS;Rancagua
Centro de Referencia de Salud CREF La Brujula;Rancagua
Posta de Salud Rural Coya;Machali
Posta de Salud Rural La Punta;Mostazal
Posta de Salud Rural Gultro;Olivar
Posta de Salud Rural El Carmen ( Las Cabras);Las Cabras
Posta de Salud Rural Idahue;Coltauco
Posta de Salud Rural Rinconada de Parral;Coltauco
Posta de Salud Rural Lo de Cuevas;Coltauco
Posta de Salud Rural La Rosa;Peumo
Posta de Salud Rural El Abra;Requinoa
Posta de Salud Rural Totihue;Requinoa
Posta de Salud Rural Los Lirios;Requinoa
Posta de Salud Rural La Panchina;Las Cabras
Posta de Salud Rural La Cebada;Las Cabras
Posta de Salud Rural Santa Ines;Las Cabras
Posta de Salud Rural El Manzano;Las Cabras
Posta de Salud Rural Llallauquen;Las Cabras
Posta de Salud Rural Popeta;Rengo
Posta de Salud Rural Cerrillos (Rengo);Rengo
Posta de Salud Rural Corcolen;Malloa
Posta de Salud Rural Lo de Lobos;Rengo
Posta de Salud Rural Las Vinas;Paredones
Posta de Salud Rural Zuniga;San Vicente
Posta de Salud Rural Pencahue;San Vicente
Posta de Salud Rural Rinconada;San Vicente
Posta de Salud Rural El Tambo;San Vicente
Posta de Salud Rural Larmahue;Pichidegua
Posta de Salud Rural Santa Amelia;Pichidegua
Posta de Salud Rural Patagua Orilla;Pichidegua
Posta de Salud Rural Patagua Cerro;Pichidegua
Posta de Salud Rural Roma;San Fernando
Posta de Salud Rural El Durazno (Las Cabras);Las Cabras
Posta de Salud Rural Puente Negro;San Fernando
Posta de Salud Rural La Dehesa;Placilla
Posta de Salud Rural Agua Buena;San Fernando
Posta de Salud Rural Tinguiririca;Chimbarongo
Posta de Salud Rural Huemul (Chimbarongo);Chimbarongo
Posta de Salud Rural Codegua;Chimbarongo
Posta de Salud Rural San Juan de La Sierra;Chimbarongo
Posta de Salud Rural Yaquil;Nancagua
Posta de Salud Rural Puquillay Bajo;Nancagua
Posta de Salud Rural Quinahue;Santa Cruz
Posta de Salud Rural Isla de Yaquil;Santa Cruz
Centro de Salud Familiar de Palmilla;Palmilla
Posta de Salud Rural Pupilla;Palmilla
Posta de Salud Rural San Jose del Carmen;Palmilla
Posta de Salud Rural Santa Irene;Palmilla
Posta de Salud Rural Apalta;Santa Cruz
Posta de Salud Rural Guindo Alto;Santa Cruz
Posta de Salud Rural Pumanque;Pumanque
Posta de Salud Rural Poblacion;Peralillo
Posta de Salud Rural Los Cardos;Peralillo
Posta de Salud Rural Molineros;Pumanque
Posta de Salud Rural Calleuque;Peralillo
Posta de Salud Rural Pailimo;Marchihue
Posta de Salud Rural Cahuil;Pichilemu
Posta de Salud Rural El Membrillo;Lolol
Posta de Salud Rural Pupuya;Navidad
Posta de Salud Rural Alto Ramirez;Pichilemu
Posta de Salud Rural Rapel (Navidad);Navidad
Posta de Salud Rural Quelentaro;Litueche
Posta de Salud Rural San Vicente de Pucalan;Navidad
Posta de Salud Rural Auquinco;Chepica
Posta de Salud Rural Orilla de Auquinco;Chepica
Posta de Salud Rural Bucalemu (Paredones);Paredones
Posta de Salud Rural San Pedro de Alcantara;Paredones
Posta de Salud Rural Rinconada de Alcones;Marchihue
Posta de Salud Rural Candelaria ( Chepica);Chepica
Posta de Salud Rural Puquillay Alto;Nancagua
Posta de Salud Rural Lo Cartagena;Rengo
Posta de Salud Rural Nilahue Cornejo;Pumanque
Posta de Salud Rural Cardonal de Panilonco;Pichilemu
Posta de Salud Rural Ranguil;Lolol
Posta de Salud Rural San Roberto;Pichidegua
Posta de Salud Rural San Jose de Marchigue;Pichidegua
Posta de Salud Rural Lo Moscoso;Placilla
Posta de Salud Rural Pulin;Litueche
Posta de Salud Rural La Cabana;Lolol
Posta de Salud Rural Olivar Bajo;Olivar
Posta de Salud Rural Peor Es Nada;Chimbarongo
Posta de Salud Rural Cocalan;Las Cabras
Posta de Salud Rural Idahue;San Vicente
COSAM Centro 1 de Rancagua;Rancagua
COSAM Santa Cruz;Santa Cruz
Centro Comunitario de Salud Familiar San Rafael;Rancagua
Centro Comunitario de Salud Familiar Dr. Eduardo de Geyter;Rancagua
Centro Comunitario de Salud Familiar Ciudad de Paju;Rancagua
Centro Comunitario de Salud Familiar Guacarhue;Quinta de Tilcoco
Centro Comunitario de Salud Familiar Consultorio Chacabuco;San Fernando
SAPU Enrique Dintrans;Rancagua
SAPU Eduardo de Geyter;Rancagua
SAPU Abel Zapata;Rancagua
SAPU Maria Latiffe;Rancagua
SAPU Machali;Machali
SAPU Oriente de San Fernando;San Fernando
SAR Oriente;Rancagua
Vacunatorio y Sala de Procedimientos Patricia Rojas Gajardo;San Fernando
Centro Comunitario de Salud Familiar Chumaquito;Requinoa
Centro Comunitario de Salud Familiar Angostura;San Fernando
Integramedica Rancagua;Rancagua
Posta de Salud Rural Esmeralda;Rengo
Vacunatorio y Sala de Procedimientos Carolina Diaz Gonzalez;San Fernando
Centro de Imagenologia Medica Imagensalud;San Fernando
Centro Medico Vida Rengo;Rengo
Centro Comunitario de Salud Familiar Santa Teresa;Machali
Centro Comunitario de Salud Familiar Paniahue;Santa Cruz
Laboratorio Clinico Dr. Mejia;Rancagua
Centro Comunitario de Salud Familiar Villa Longavi;Longavi
Posta de Salud Rural Quinamavida;Colbun
Centro Comunitario de Salud Familiar Yerbas Buenas;Linares
Centro Comunitario de Salud Familiar Carlos Trupp;Talca
Centro Comunitario de Salud Familiar Chacarillas;Constitucion
Sanitos Vacunatorio y Centro de Salud Integral;Curico
Vacunatorio Centro Medico Clinica Linares;Linares
Centro de Dialisis Nefrodial;Linares
Centro Comunitario de Salud Familiar Buenos Aires;Parral
Policlinico Centro de Cumplimiento Penitenciario Femenino de Talca;Talca
Policlinico Centro de Cumplimiento Penitenciario de Talca;Talca
Policlinico de Funcionarios de Gendarmeria de Chile Talca;Talca
Policlinico Centro de Cumplimiento Penitenciario de Cauquenes;Cauquenes
Policlinico Centro de Cumplimiento Penitenciario de Curico;Curico
Policlinico Centro de Cumplimiento Penitenciario de Linares;Linares
Centro de Dialisis Nephrocare;Linares
Instituto de Rehabilitacion Infantil TELETON (Talca);Talca
Centro Comunitario de Salud Familiar San Maximo;San Clemente
Centro Comunitario de Salud Familiar Villa Francia;Maule
Centro de Salud Familiar Constitucion;Constitucion
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S Del Maule);Talca
PRAIS (S.S Del Maule);Talca
Clinica Dental Movil (Talca);Talca
Puesto Avanzado Militar de Emergencia (Talca);Talca
Puesto Avanzado Militar de Emergencia (Curico);Curico
Puesto Avanzado Militar de Emergencia (Constitucion);Constitucion
Hospital Militar de Campana (Talca);Talca
Hospital Militar de Campana (Argentina);Curico
Puesto Avanzado Militar de Emergencia (Cauquenes);Cauquenes
Hospital de Campana de Italia (Talca);Talca
Hospital San Juan de Dios (Curico);Curico
Hospital de Teno;Teno
Hospital de Molina;Molina
Hospital de Hualane;Hualane
Hospital de Licanten;Licanten
Hospital Dr. Cesar Garavagno Burotto (Talca);Talca
Hospital de Curepto;Curepto
Hospital de Constitucion;Constitucion
Hospital Presidente Carlos Ibanez del Campo (Linares);Linares
Hospital Dr. Abel Fuentealba Lagos de San Javier;San Javier
Hospital San Jose (Parral);Parral
Hospital San Juan de Dios (Cauquenes);Cauquenes
Hospital Dr. Benjamin Pedreros (Chanco);Chanco
Centro Reproductivo Regional de Sangre;Talca
Centro CONIN Curico;Curico
Asociacion Chilena de Seguridad AChS Talca;Talca
Clinica del Maule;Talca
Centro de Salud Mutual CChC Talca;Talca
Asociacion Chilena de Seguridad AChS Curico;Curico
Centro de Salud Mutual CChC Curico;Curico
Centro de Salud Mutual CChC Linares;Linares
Centro de Salud Mutual CChC Constitucion;Constitucion
Clinica Enferdial;Talca
Clinica Infantil;Talca
Centro Medico Cordillera;Talca
Vacunatorio Noemi Perez;Curico
Vacunatorio Enfermeria Integral;Curico
Megasalud S.A Centro Medico y Dental Talca;Talca
Clinica Regional Lircay;Talca
Clinica Regional de Curico;Curico
Centro La Escalera;Talca
Crea Chile;Talca
Nexos Ltda.;Talca
Asociacion Chilena de Seguridad AChS Cauquenes;Cauquenes
Asociacion Chilena de Seguridad AChS Parral;Parral
Casa de Reposo y Centro Integral Las Ilusiones (Apoyo Hospital de Talca);Pelarco
Casa Juventud Obrera Catolica (Obispado de Talca) (Apoyo Hospital de Talca);San Clemente
Centro Medico y Dental de Carabineros de Chile VII Zona Maule;Talca
Clinica Universidad Catolica Del Maule;Talca
Consultorio Prefectura Carabineros Curico;Curico
Consultorio Prefectura Carabineros Linares;Linares
Centro de Salud Mutual CChC Cauquenes;Cauquenes
Centro De Salud Familiar A.S. Betty Munoz Arce (Ex Sol de Septiembre);Curico
Centro de Salud Familiar Miguel Angel Arenas Lopez;Curico
Centro de Salud Familiar Colon;Curico
Centro de Salud Familiar Curico Centro;Curico
Centro de Salud Familiar Lontue;Molina
Centro de Salud Familiar Jose Dionisio Astaburuaga;Talca
Centro de Salud Familiar La Florida;Talca
Centro de Salud Familiar Dr. Julio Contardo Urzua;Talca
Centro de Salud Familiar Valentin Letelier;Linares
Centro de Salud Familiar San Juan Dios;Linares
Centro de Salud Familiar Villa Alegre;Villa Alegre
Centro de Salud Familiar Arrau Mendez;Parral
Centro de Salud Familiar Pencahue;Pencahue
Centro de Salud Familiar San Clemente;San Clemente
Centro de Salud Familiar Maule;Maule
Centro de Salud Familiar Pelarco;Pelarco
Centro de Salud Familiar Cumpeo;Rio Claro
Centro de Salud Familiar Alcalde Francisco Sepulveda Salgado;Colbun
Centro de Salud Familiar Ignacio Carrera Pinto;Yerbas Buenas
Centro de Salud Familiar Panimavida;Colbun
Centro de Salud Familiar Amanda Benavente;Longavi
Centro de Salud Familiar Marta Estevez;Retiro
Centro de Salud Familiar Dr. Pedro Rivas Pinochet;Pelluhue
Centro de Salud Familiar Oscar Bonilla;Linares
Centro de Salud Familiar San Rafael (San Rafael);San Rafael
Centro de Salud Familiar Sagrada Familia;Sagrada Familia
Centro de Salud Familiar Villa Prat;Sagrada Familia
Centro de Salud Familiar Vichuquen;Vichuquen
Centro de Salud Familiar Romeral;Romeral
Centro de Salud Familiar Armando Williams;Cauquenes
Centro de Salud Familiar Sarmiento;Curico
Centro de Salud Familiar Carlos Trupp;Talca
Centro de Salud Familiar Cerro Alto;Constitucion
Centro de Salud Familiar Rauco;Rauco
Centro de Salud Familiar Empedrado;Empedrado
Centro de Salud Familiar Morza;Teno
Centro de Salud Familiar Comalle;Teno
Centro de Salud Familiar Los Niches;Curico
Centro de Salud Familiar Las Americas;Talca
Centro de Salud Familiar Dr. Ricardo Valdes Hurtado;Cauquenes
Centro de Salud Familiar Dr. Carlos Diaz Gidi;San Javier
Centro de Salud Familiar Faustino Gonzalez;Talca
Posta de Salud Rural Limavida;Curepto
Posta de Salud Rural Monterilla;Teno
Posta de Salud Rural Pilen;Cauquenes
Posta de Salud Rural El Manzano ( Teno);Teno
Posta de Salud Rural Santa Blanca;Teno
Posta de Salud Rural Palquibudi;Rauco
Posta de Salud Rural El Parron;Rauco
Posta de Salud Rural Pellines (Empedrado);Empedrado
Posta de Salud Rural El Peumal;Romeral
Posta de Salud Rural El Calabozo;Romeral
Posta de Salud Rural Los Quenes;Romeral
Posta de Salud Rural Huaquen (Curepto);Curepto
Posta de Salud Rural Pejerrey;Linares
Posta de Salud Rural Tutuquen;Curico
Posta de Salud Rural Chequenlemu;Curico
Posta de Salud Rural Upeo;Curico
Posta de Salud Rural Potrero Grande;Curico
Posta de Salud Rural Cordillerilla;Curico
Posta de Salud Rural Pichingal;Molina
Posta de Salud Rural Itahue;Molina
Posta de Salud Rural El Radal;Molina
Posta de Salud Rural El Yacal;Molina
Posta de Salud Rural La Huerta;Hualane
Posta de Salud Rural Lora;Licanten
Posta de Salud Rural Duao de Licanten;Licanten
Posta de Salud Rural Iloca;Licanten
Posta de Salud Rural Llico (Vichuquen);Vichuquen
Posta de Salud Rural Lipimavida;Vichuquen
Posta de Salud Rural El Colo;Chanco
Posta de Salud Rural Rarin;Vichuquen
Posta de Salud Rural Camarico (Rio Claro);Rio Claro
Posta de Salud Rural Porvenir;Rio Claro
Posta de Salud Rural Penaflor;Rio Claro
Posta de Salud Rural Coipue (Curepto);Curepto
Posta de Salud Rural Carrizalillo (Constitucion );Constitucion
Posta de Salud Rural Botalcura;Pencahue
Posta de Salud Rural Corinto;Pencahue
Posta de Salud Rural Tanhuao;Pencahue
Posta de Salud Rural Colin;Maule
Posta de Salud Rural Duao de Maule;Maule
Posta de Salud Rural Quinipeumo;Maule
Posta de Salud Rural Peumo Negro;San Clemente
Posta de Salud Rural La Placeta;San Clemente
Posta de Salud Rural Punta de Diamante;San Clemente
Posta de Salud Rural Las Lomas (San Clemente );San Clemente
Posta de Salud Rural Mariposas;San Clemente
Posta de Salud Rural Vilches;San Clemente
Posta de Salud Rural Corralones;San Clemente
Posta de Salud Rural Los Montes;San Clemente
Posta de Salud Rural El Colorado;San Clemente
Posta de Salud Rural La Suiza;San Clemente
Posta de Salud Rural Maitenes;San Clemente
Posta de Salud Rural Rapilermo;Curepto
Posta de Salud Rural Gualleco;Curepto
Posta de Salud Rural Calpun;Curepto
Posta de Salud Rural Putu;Constitucion
Posta de Salud Rural Buenos Aires;San Clemente
Posta de Salud Rural Nirivilo;San Javier
Posta de Salud Rural Rastrojos;San Javier
Posta de Salud Rural Villavicencio;San Javier
Posta de Salud Rural Huerta;San Javier
Posta de Salud Rural Melozal;San Javier
Posta de Salud Rural Caliboro;San Javier
Posta de Salud Rural El Sauce de San Javier;San Javier
Posta de Salud Rural Estacion;Villa Alegre
Posta de Salud Rural Putagan;Villa Alegre
Posta de Salud Rural Lagunillas ( Villa Alegre );Villa Alegre
Posta de Salud Rural Penuelas;Villa Alegre
Posta de Salud Rural Orilla de Maule;Yerbas Buenas
Posta de Salud Rural Maitencillo (Yerbas Buenas);Yerbas Buenas
Posta de Salud Rural Maule Sur;Colbun
Posta de Salud Rural Palmilla (Linares);Linares
Posta de Salud Rural Embalse Ancoa;Linares
Posta de Salud Rural Peumal;San Javier
Posta de Salud Rural Vega de Salas;Linares
Posta de Salud Rural Chupallar;Linares
Posta de Salud Rural Los Hualles;Linares
Posta de Salud Rural Las Canas;Constitucion
Posta de Salud Rural Miraflores;Longavi
Posta de Salud Rural Huimeo;Longavi
Posta de Salud Rural Mesamavida (Los Angeles);Longavi
Posta de Salud Rural La Quinta;Longavi
Posta de Salud Rural San Jose (Longavi);Longavi
Posta de Salud Rural Loma de Vasquez;Longavi
Posta de Salud Rural Piguchen (Retiro);Retiro
Posta de Salud Rural Villaseca;Retiro
Posta de Salud Rural Talhuenes;Retiro
Centro Comunitario de Salud Familiar Camelias;Retiro
Posta de Salud Rural San Marcos (Retiro);Retiro
Posta de Salud Rural Copihue;Retiro
Posta de Salud Rural Los Canelos (Parral);Parral
Posta de Salud Rural Bullileo;Parral
Posta de Salud Rural Digua;Parral
Posta de Salud Rural Catillo;Parral
Posta de Salud Rural Perquilauquen;Parral
Posta de Salud Rural Tapihue;Cauquenes
Posta de Salud Rural Cayurranquil;Cauquenes
Posta de Salud Rural Santo Toribio;Cauquenes
Posta de Salud Rural Quella;Cauquenes
Posta de Salud Rural Tres Esquinas (Cauquenes);Cauquenes
Posta de Salud Rural Cancha de Los Huevos;Cauquenes
Posta de Salud Rural Coronel;Cauquenes
Posta de Salud Rural Lomas de Putagan;Colbun
Centro Comunitario de Salud Familiar Pelluhue;Pelluhue
Posta de Salud Rural Chovellen;Pelluhue
Posta de Salud Rural Pahuil;Chanco
Posta de Salud Rural Loanco;Chanco
Posta de Salud Rural Santa Olga;Constitucion
Posta de Salud Rural Los Quillayes (Sagrada Familia);Sagrada Familia
Posta de Salud Rural Vara Gruesa;Linares
Posta de Salud Rural El Carmen( Longavi);Longavi
Posta de Salud Rural El Bolsico;Rio Claro
Posta de Salud Rural El Aromo;San Javier
Posta de Salud Rural Esperanza;Villa Alegre
Posta de Salud Rural Santa Elena (San Clemente);San Clemente
Posta de Salud Rural Las Lomas (Curepto);Curepto
Posta de Salud Rural Los Carros;Parral
Posta de Salud Rural Monte Flor;Parral
Posta de Salud Rural Fuerte Viejo;Parral
Posta de Salud Rural Tres Esquinas (Molina);Molina
Posta de Salud Rural Santa Delfina;Retiro
Posta de Salud Rural San Ramon (Retiro);Retiro
Posta de Salud Rural La Pesca;Licanten
Posta de Salud Rural Barba Rubia;Hualane
Posta de Salud Rural Espinalillo;Hualane
Posta de Salud Rural San Victor Alamos;Linares
Posta de Salud Rural Lomas de la Tercera;Longavi
Posta de Salud Rural Santa Rosa (Sagrada Familia);Sagrada Familia
Posta de Salud Rural Huencuecho;Pelarco
Posta de Salud Rural Llancanao;Linares
Posta de Salud Rural Estancilla;Curepto
Posta de Salud Rural El Cardonal;Chanco
Posta de Salud Rural Los Robles (Rio Claro);Rio Claro
Posta de Salud Rural El Manzano (Pelarco );Pelarco
Posta de Salud Rural Linares de Perales;Maule
Posta de Salud Rural Batuco;Pencahue
Posta de Salud Rural El Porvenir;Curico
Posta de Salud Rural Chequen;San Clemente
Posta de Salud Rural Puipuyen;Yerbas Buenas
Posta de Salud Rural La Vega (Chanco);Chanco
Posta de Salud Rural Boyeruca;Vichuquen
Posta de Salud Rural Bajos de Huenutil;Parral
Posta de Salud Rural Talquita;Parral
Posta de Salud Rural Las Palmas de Toconey;Pencahue
Posta de Salud Rural Quilhuine;Chanco
Posta de Salud Rural Raul Folleraux;Teno
Posta de Salud Rural Santa Sofia;Cauquenes
Posta de Salud Rural Pocillas;Cauquenes
Posta de Salud Rural La Obra (Curico);Curico
Posta de Salud Rural Lagunillas (Chanco);Chanco
Posta de Salud Rural Floresta;Colbun
Posta de Salud Rural La Orilla (Parral);Parral
Posta de Salud Rural Mercedes;Talca
Posta de Salud Rural Las Toscas;Linares
Posta de Salud Rural Sauzal;Cauquenes
Posta de Salud Rural Villa Baviera;Parral
Posta de Salud Rural El Plumero;Rauco
Posta de Salud Rural La Mina;San Clemente
Posta de Salud Rural Santa Rita;Pelarco
Posta de Salud Rural Pangue Arriba;San Rafael
PRAIS (S.S Del Maule);Talca
COSAM de Linares;Linares
COSAM Del Maule;Talca
Centro Comunitario de Salud Familiar Prosperidad;Curico
Centro Comunitario de Salud Familiar Brilla el Sol;Talca
Centro de Salud Familiar Luis Navarrete Carvacho;Linares
Centro Comunitario de Salud Familiar Los Olivos;Parral
Centro Comunitario de Salud Familiar Chile Nuevo;San Clemente
Centro Comunitario de Salud Familiar Poblacion Fernandez;Cauquenes
Centro Comunitario de Salud Familiar Lo Figueroa;Pencahue
Centro Comunitario de Salud Familiar Rosita O'Higgins;Cauquenes
Centro Comunitario de Salud Familiar Faustino Gonzalez;Talca
Centro Comunitario de Salud Familiar Dona Carmen de Sarmiento;Curico
Centro Comunitario de Salud Familiar Los Cristales;Longavi
Centro Comunitario de Salud Familiar San Pablo;San Javier
Centro Comunitario de Salud Familiar Loma de Las Tortillas;Villa Alegre
Centro Comunitario de Salud Familiar Los Robles;Retiro
Centro Comunitario de Salud Familiar Nuevo Horizonte;Talca
Centro Comunitario de Salud Familiar Aurora;San Clemente
SAR Aguas Negras;Curico
SAR Bombero Garrido;Curico
SAPU Curico Centro;Curico
SAPU Jose Dionisio Astaburuaga;Talca
SAR La Florida;Talca
SAPU Julio Contardo Urzua;Talca
SAR San Juan de Dios de Linares;Linares
SAR Parral;Parral
SAR San Clemente;San Clemente
SAPU Amanda Benavente;Longavi
SAPU Oscar Bonilla;Linares
SAR Dr. Juan Saavedra Macaya;Cauquenes
SAPU Carlos Trupp;Talca
SAPU Cerro Alto;Constitucion
SAPU Las Americas;Talca
Laboratorio Clinico Medicos Asociados de Curico;Curico
Integramedica Talca;Talca
Laboratorio Clinico Alexander Fleming;Talca
Laboratorio Clinico Tecnoanalisis - Sala Externa de Toma de Muestras;Linares
Centro Medico y Laboratorio Clinico San Rafael;Cauquenes
Posta de Salud Rural Alquihue;San Javier
Asociacion Chilena de Seguridad AChS San Javier;San Javier
Asociacion Chilena de Seguridad AChS Linares;Linares
Asociacion Chilena de Seguridad AChS Constitucion;Constitucion
Laboratorio Clinico Biovida E.I.R.L;Constitucion
Laboratorio Clinico Biotec;Constitucion
Laboratorio Clinico Tecnoanalisis;Parral
Laboratorio Clinico y Hematologico Maria Cecilia Besomi;Curico
Laboratorio Clinico Dr. Rodolfo Castro;Linares
Laboratorio Clinico y Centro Medico Dr. Araya;Parral
Laboratorio Clinico Santa Maria;Molina
Laboratorio Clinico Biomex;Curico
Laboratorio Clinico Fisher;Constitucion
Laboratorio Clinico Alcantara;Curico
Laboratorio Clinica del Maule;Talca
Laboratorio Clinico Biomolecular;Talca
Laboratorio Clinico Ximena Gonzalez (LABXG);Talca
Laboratorio Clinico San Francisco;Linares
Laboratorio Clinico TECME;Linares
Laboratorio Clinico Aleman;Curico
Laboratorio Clinico Cauquenes;Cauquenes
Laboratorio Clinico Perquilauquen;Parral
SAPU Valentin Letelier;Linares
Instituto de Seguridad del Trabajo (IST);Curico
Centro de Salud Familiar Villa Magisterio;Talca
Laboratorio Clinico Loncomilla;Linares
Laboratorio Clinico Fundacion Betania;Curico
Laboratorio Clinico Loncomilla (Talca);Talca
Laboratorio Clinico Bioanalysis;Curico
Laboratorio Clinico Talca;Talca
Laboratorio Clinico Bionet S.A.;Talca
SAPU Eleuterio Ramirez;Curanilahue
SAPU Los Alamos;Los Alamos
SAPU Dr. Juan Cartes Arias;Lota
SAPU La Floresta;Hualpen
SAPU 2 Septiembre;Los Angeles
SAPU Nororiente;Los Angeles
SAPU Nuevo Horizonte;Los Angeles
Centro Comunitario de Salud Familiar Chaimavida;Concepcion
SAPU Isabel Riquelme;Chillan
SAR Victor Manuel Fernandez;Concepcion
SAPU Bellavista;Tome
Centro Comunitario de Salud Familiar Villa La Granja;Mulchen
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Arauco);Lebu
PRAIS (S.S Arauco);Lebu
Clinica Dental Movil Triple. Pat. VP5666 (Lebu);Lebu
Clinica Dental Movil Simple. Pat. VP5664 (Lebu);Lebu
Clinica Dental Movil Simple. Pat. DDKB17 (Lebu);Lebu
Hospital de Campana (Curanilahue);Curanilahue
Hospital Provincial Dr. Rafael Avaria (Curanilahue);Curanilahue
Hospital de Lebu;Lebu
Hospital Intercultural Kallvu Llanka (Canete);Canete
Hospital de Contulmo;Contulmo
Hospital San Vicente (Arauco);Arauco
Laboratorio Clinico San Pedro;Curanilahue
Laboratorio Clinico Bio-Test;Canete
Laboratorio Clinico San Pedro;Canete
Centro de Salud Familiar Lebu Norte;Lebu
Centro de Salud Familiar Isabel Jimenez;Tirua
Centro de Salud Familiar Eleuterio Ramirez;Curanilahue
Centro de Salud Familiar Los Alamos;Los Alamos
Posta de Salud Rural Cerro Alto;Los Alamos
Posta de Salud Rural Pehuen;Lebu
Posta de Salud Rural Tres Pinos;Los Alamos
Posta de Salud Rural Pangue;Los Alamos
Posta de Salud Rural Quiapo;Arauco
Posta de Salud Rural Isla Mocha;Lebu
